"","yearSeason","slugSeason","urlBREF","rankVotes","namePlayer","agePlayer","slugPlayerBREF","slugTeam","pctVote","votesFirst","pointsMax","pointsVote","isWinner"
"414",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",17,"DeMarcus Cousins",23,"couside01","SAC",0.008,0,"630",5,FALSE
"415",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",19,"Al Jefferson",29,"jeffeal01","CHA",0.006,0,"630",4,FALSE
"416",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",20,"Bradley Beal",20,"bealbr01","WAS",0.005,0,"630",3,FALSE
"417",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",20,"Mike Conley",26,"conlemi01","MEM",0.005,0,"630",3,FALSE
"418",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",20,"Andre Drummond",20,"drumman01","DET",0.005,0,"630",3,FALSE
"419",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",20,"Taj Gibson",28,"gibsota01","CHI",0.005,0,"630",3,FALSE
"420",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",20,"LeBron James",29,"jamesle01","MIA",0.005,0,"630",3,FALSE
"421",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",20,"Terrence Jones",22,"joneste01","HOU",0.005,0,"630",3,FALSE
"422",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",20,"Jodie Meeks",26,"meeksjo01","LAL",0.005,0,"630",3,FALSE
"423",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",27,"LaMarcus Aldridge",28,"aldrila01","POR",0.002,0,"630",1,FALSE
"424",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",27,"Alec Burks",22,"burksal01","UTA",0.002,0,"630",1,FALSE
"425",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",27,"Paul Millsap",28,"millspa01","ATL",0.002,0,"630",1,FALSE
"426",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",27,"Chandler Parsons",25,"parsoch01","HOU",0.002,0,"630",1,FALSE
"427",2014,"2013-14","https://www.basketball-reference.com/awards/awards_2014.html",27,"John Wall",23,"walljo01","WAS",0.002,0,"630",1,FALSE
"428",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",1,"Jimmy Butler",25,"butleji01","CHI",0.829,92,"645",535,TRUE
"429",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",2,"Draymond Green",24,"greendr01","GSW",0.31,11,"645",200,FALSE
"430",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",3,"Rudy Gobert",22,"goberru01","UTA",0.293,12,"645",189,FALSE
"431",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",4,"Hassan Whiteside",25,"whiteha01","MIA",0.136,5,"645",88,FALSE
"432",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",5,"Klay Thompson",24,"thompkl01","GSW",0.065,2,"645",42,FALSE
"433",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",6,"Anthony Davis",21,"davisan02","NOP",0.042,4,"645",27,FALSE
"434",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",7,"Giannis Antetokounmpo",20,"antetgi01","MIL",0.034,1,"645",22,FALSE
"435",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",8,"Donatas Motiejunas",24,"motiedo01","HOU",0.011,0,"645",7,FALSE
"436",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",9,"Dennis Schroder",21,"schrode01","ATL",0.009,0,"645",6,FALSE
"437",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",10,"DeMarre Carroll",28,"carrode01","ATL",0.008,1,"645",5,FALSE
"438",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",10,"Tyler Zeller",25,"zellety01","BOS",0.008,1,"645",5,FALSE
"439",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",12,"DeMarcus Cousins",24,"couside01","SAC",0.006,0,"645",4,FALSE
"440",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",12,"Khris Middleton",23,"middlkh01","MIL",0.006,0,"645",4,FALSE
"441",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",14,"Jae Crowder",24,"crowdja01","TOT",0.005,0,"645",3,FALSE
"442",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",14,"Kyrie Irving",22,"irvinky01","CLE",0.005,0,"645",3,FALSE
"443",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",14,"DeAndre Jordan",26,"jordade01","LAC",0.005,0,"645",3,FALSE
"444",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",14,"Victor Oladipo",22,"oladivi01","ORL",0.005,0,"645",3,FALSE
"445",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",18,"Kentavious Caldwell-Pope",21,"caldwke01","DET",0.003,0,"645",2,FALSE
"446",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",18,"Nikola Vucevic",24,"vucevni01","ORL",0.003,0,"645",2,FALSE
"447",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",20,"Robert Covington",24,"covinro01","PHI",0.002,0,"645",1,FALSE
"448",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",20,"Tyreke Evans",25,"evansty01","NOP",0.002,0,"645",1,FALSE
"449",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",20,"Derrick Favors",23,"favorde01","UTA",0.002,0,"645",1,FALSE
"450",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",20,"Enes Freedom",22,"kanteen01","TOT",0.002,0,"645",1,FALSE
"451",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",20,"Marc Gasol",30,"gasolma01","MEM",0.002,0,"645",1,FALSE
"452",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",20,"Tobias Harris",22,"harrito02","ORL",0.002,0,"645",1,FALSE
"453",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",20,"Gordon Hayward",24,"haywago01","UTA",0.002,0,"645",1,FALSE
"454",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",20,"George Hill",28,"hillge01","IND",0.002,0,"645",1,FALSE
"455",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",20,"Brandon Knight",23,"knighbr03","TOT",0.002,0,"645",1,FALSE
"456",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",20,"Kawhi Leonard",23,"leonaka01","SAS",0.002,0,"645",1,FALSE
"457",2015,"2014-15","https://www.basketball-reference.com/awards/awards_2015.html",20,"Meyers Leonard",22,"leoname01","POR",0.002,0,"645",1,FALSE
"458",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",1,"CJ McCollum",24,"mccolcj01","POR",0.86,101,"650",559,TRUE
"459",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",2,"Kemba Walker",25,"walkeke02","CHO",0.255,7,"650",166,FALSE
"460",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",3,"Giannis Antetokounmpo",21,"antetgi01","MIL",0.152,4,"650",99,FALSE
"461",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",4,"Stephen Curry",27,"curryst01","GSW",0.128,7,"650",83,FALSE
"462",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",5,"Will Barton",25,"bartowi01","DEN",0.095,1,"650",62,FALSE
"463",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",6,"Jae Crowder",25,"crowdja01","BOS",0.069,1,"650",45,FALSE
"464",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",7,"Draymond Green",25,"greendr01","GSW",0.066,2,"650",43,FALSE
"465",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",8,"Isaiah Thomas",26,"thomais02","BOS",0.046,3,"650",30,FALSE
"466",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",9,"Hassan Whiteside",26,"whiteha01","MIA",0.04,1,"650",26,FALSE
"467",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",10,"Kawhi Leonard",24,"leonaka01","SAS",0.028,1,"650",18,FALSE
"468",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",11,"Andre Drummond",22,"drumman01","DET",0.017,1,"650",11,FALSE
"469",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",12,"Gary Harris",21,"harriga01","DEN",0.009,1,"650",6,FALSE
"470",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",13,"Kent Bazemore",26,"bazemke01","ATL",0.006,0,"650",4,FALSE
"471",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",13,"Evan Fournier",23,"fournev01","ORL",0.006,0,"650",4,FALSE
"472",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",15,"Rodney Hood",23,"hoodro01","UTA",0.005,0,"650",3,FALSE
"473",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",15,"Reggie Jackson",25,"jacksre01","DET",0.005,0,"650",3,FALSE
"474",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",15,"Ian Mahinmi",29,"mahinia01","IND",0.005,0,"650",3,FALSE
"475",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",15,"Russell Westbrook",27,"westbru01","OKC",0.005,0,"650",3,FALSE
"476",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",19,"Zach LaVine",20,"lavinza01","MIN",0.002,0,"650",1,FALSE
"477",2016,"2015-16","https://www.basketball-reference.com/awards/awards_2016.html",19,"Kyle Lowry",29,"lowryky01","TOR",0.002,0,"650",1,FALSE
"478",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",1,"Giannis Antetokounmpo",22,"antetgi01","MIL",0.856,80,"500",428,TRUE
"479",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",2,"Nikola Jokic",21,"jokicni01","DEN",0.322,14,"500",161,FALSE
"480",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",3,"Rudy Gobert",24,"goberru01","UTA",0.226,1,"500",113,FALSE
"481",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",4,"Otto Porter Jr.",23,"porteot01","WAS",0.086,1,"500",43,FALSE
"482",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",5,"Isaiah Thomas",27,"thomais02","BOS",0.07,0,"500",35,FALSE
"483",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",6,"James Johnson",29,"johnsja01","MIA",0.068,1,"500",34,FALSE
"484",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",7,"Bradley Beal",23,"bealbr01","WAS",0.038,1,"500",19,FALSE
"485",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",8,"Devin Booker",20,"bookede01","PHO",0.036,1,"500",18,FALSE
"486",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",9,"Tim Hardaway Jr.",24,"hardati02","ATL",0.028,0,"500",14,FALSE
"487",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",10,"Mike Conley",29,"conlemi01","MEM",0.01,1,"500",5,FALSE
"488",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",11,"Dion Waiters",25,"waitedi01","MIA",0.008,0,"500",4,FALSE
"489",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",12,"Gordon Hayward",26,"haywago01","UTA",0.006,0,"500",3,FALSE
"490",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",12,"Jusuf Nurkic",22,"nurkiju01","TOT",0.006,0,"500",3,FALSE
"491",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",12,"Kristaps Porzingis",21,"porzikr01","NYK",0.006,0,"500",3,FALSE
"492",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",12,"Dennis Schroder",23,"schrode01","ATL",0.006,0,"500",3,FALSE
"493",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",16,"Harrison Barnes",24,"barneha02","DAL",0.004,0,"500",2,FALSE
"494",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",16,"Seth Curry",26,"curryse01","DAL",0.004,0,"500",2,FALSE
"495",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",16,"Gary Harris",22,"harriga01","DEN",0.004,0,"500",2,FALSE
"496",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",16,"Myles Turner",20,"turnemy01","IND",0.004,0,"500",2,FALSE
"497",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",20,"Avery Bradley",26,"bradlav01","BOS",0.002,0,"500",1,FALSE
"498",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",20,"Clint Capela",22,"capelca01","HOU",0.002,0,"500",1,FALSE
"499",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",20,"DeMar DeRozan",27,"derozde01","TOR",0.002,0,"500",1,FALSE
"500",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",20,"Joe Ingles",29,"inglejo01","UTA",0.002,0,"500",1,FALSE
"501",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",20,"John Wall",26,"walljo01","WAS",0.002,0,"500",1,FALSE
"502",2017,"2016-17","https://www.basketball-reference.com/awards/awards_2017.html",20,"Hassan Whiteside",27,"whiteha01","MIA",0.002,0,"500",1,FALSE
"503",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",1,"Victor Oladipo",25,"oladivi01","IND",0.988,99,"505",499,TRUE
"504",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",2,"Clint Capela",23,"capelca01","HOU",0.196,1,"505",99,FALSE
"505",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",3,"Spencer Dinwiddie",24,"dinwisp01","BRK",0.099,1,"505",50,FALSE
"506",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",4,"Andre Drummond",24,"drumman01","DET",0.091,0,"505",46,FALSE
"507",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",5,"Julius Randle",23,"randlju01","LAL",0.071,0,"505",36,FALSE
"508",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",6,"Steven Adams",24,"adamsst01","OKC",0.067,0,"505",34,FALSE
"509",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",7,"Jaylen Brown",21,"brownja02","BOS",0.063,0,"505",32,FALSE
"510",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",8,"Jamal Murray",20,"murraja01","DEN",0.048,0,"505",24,FALSE
"511",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",9,"DeMar DeRozan",28,"derozde01","TOR",0.018,0,"505",9,FALSE
"512",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",10,"Terry Rozier",23,"roziete01","BOS",0.016,0,"505",8,FALSE
"513",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",10,"Lou Williams",31,"willilo02","LAC",0.016,0,"505",8,FALSE
"514",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",12,"Giannis Antetokounmpo",23,"antetgi01","MIL",0.014,0,"505",7,FALSE
"515",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",13,"Nikola Jokic",22,"jokicni01","DEN",0.012,0,"505",6,FALSE
"516",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",13,"E'Twaun Moore",28,"mooreet01","NOP",0.012,0,"505",6,FALSE
"517",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",13,"Domantas Sabonis",21,"sabondo01","IND",0.012,0,"505",6,FALSE
"518",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",13,"Fred VanVleet",23,"vanvlfr01","TOR",0.012,0,"505",6,FALSE
"519",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",17,"Tyreke Evans",28,"evansty01","MEM",0.008,0,"505",4,FALSE
"520",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",17,"Brandon Ingram",20,"ingrabr01","LAL",0.008,0,"505",4,FALSE
"521",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",17,"Dejounte Murray",21,"murrade01","SAS",0.008,0,"505",4,FALSE
"522",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",20,"Tobias Harris",25,"harrito02","TOT",0.006,0,"505",3,FALSE
"523",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",20,"Joe Ingles",30,"inglejo01","UTA",0.006,0,"505",3,FALSE
"524",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",20,"Dario Saric",23,"saricda01","PHI",0.006,0,"505",3,FALSE
"525",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",23,"Kris Dunn",23,"dunnkr01","CHI",0.004,0,"505",2,FALSE
"526",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",23,"Aaron Gordon",22,"gordoaa01","ORL",0.004,0,"505",2,FALSE
"527",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",25,"Montrezl Harrell",24,"harremo01","LAC",0.002,0,"505",1,FALSE
"528",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",25,"Kristaps Porzingis",22,"porzikr01","NYK",0.002,0,"505",1,FALSE
"529",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",25,"Taurean Prince",23,"princta02","ATL",0.002,0,"505",1,FALSE
"530",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",25,"Josh Richardson",24,"richajo01","MIA",0.002,0,"505",1,FALSE
"531",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",25,"Ricky Rubio",27,"rubiori01","UTA",0.002,0,"505",1,FALSE
"532",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",25,"Pascal Siakam",23,"siakapa01","TOR",0.002,0,"505",1,FALSE
"533",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",25,"Karl-Anthony Towns",22,"townska01","MIN",0.002,0,"505",1,FALSE
"534",2018,"2017-18","https://www.basketball-reference.com/awards/awards_2018.html",25,"T.J. Warren",24,"warretj01","PHO",0.002,0,"505",1,FALSE
"535",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",1,"Pascal Siakam",24,"siakapa01","TOR",0.938,86,"500",469,TRUE
"536",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",2,"D'Angelo Russell",22,"russeda01","BRK",0.51,12,"500",255,FALSE
"537",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",3,"De'Aaron Fox",21,"foxde01","SAC",0.154,1,"500",77,FALSE
"538",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",4,"Buddy Hield",26,"hieldbu01","SAC",0.044,0,"500",22,FALSE
"539",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",5,"Nikola Vucevic",28,"vucevni01","ORL",0.04,0,"500",20,FALSE
"540",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",6,"Domantas Sabonis",22,"sabondo01","IND",0.02,0,"500",10,FALSE
"541",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",7,"Montrezl Harrell",25,"harremo01","LAC",0.018,0,"500",9,FALSE
"542",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",8,"Derrick Rose",30,"rosede01","MIN",0.016,1,"500",8,FALSE
"543",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",9,"John Collins",21,"collijo01","ATL",0.012,0,"500",6,FALSE
"544",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",10,"Giannis Antetokounmpo",24,"antetgi01","MIL",0.008,0,"500",4,FALSE
"545",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",11,"Malik Beasley",22,"beaslma01","DEN",0.006,0,"500",3,FALSE
"546",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",11,"Danilo Gallinari",30,"gallida01","LAC",0.006,0,"500",3,FALSE
"547",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",11,"Paul George",28,"georgpa01","OKC",0.006,0,"500",3,FALSE
"548",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",14,"Bojan Bogdanovic",29,"bogdabo02","IND",0.004,0,"500",2,FALSE
"549",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",14,"Thomas Bryant",21,"bryanth01","WAS",0.004,0,"500",2,FALSE
"550",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",16,"Willie Cauley-Stein",25,"caulewi01","SAC",0.002,0,"500",1,FALSE
"551",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",16,"Spencer Dinwiddie",25,"dinwisp01","BRK",0.002,0,"500",1,FALSE
"552",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",16,"Bryn Forbes",25,"forbebr01","SAS",0.002,0,"500",1,FALSE
"553",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",16,"Jerami Grant",24,"grantje01","OKC",0.002,0,"500",1,FALSE
"554",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",16,"Zach LaVine",23,"lavinza01","CHI",0.002,0,"500",1,FALSE
"555",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",16,"Josh Richardson",25,"richajo01","MIA",0.002,0,"500",1,FALSE
"556",2019,"2018-19","https://www.basketball-reference.com/awards/awards_2019.html",16,"Derrick White",24,"whitede01","SAS",0.002,0,"500",1,FALSE
"557",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",1,"Brandon Ingram",22,"ingrabr01","NOP",0.652,42,"500",326,TRUE
"558",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",2,"Bam Adebayo",22,"adebaba01","MIA",0.59,38,"500",295,FALSE
"559",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",3,"Luka Doncic",20,"doncilu01","DAL",0.202,12,"500",101,FALSE
"560",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",4,"Jayson Tatum",21,"tatumja01","BOS",0.114,3,"500",57,FALSE
"561",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",5,"Devonte' Graham",24,"grahade01","CHO",0.1,2,"500",50,FALSE
"562",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",6,"Shai Gilgeous-Alexander",21,"gilgesh01","OKC",0.042,0,"500",21,FALSE
"563",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",7,"Pascal Siakam",25,"siakapa01","TOR",0.026,1,"500",13,FALSE
"564",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",8,"Christian Wood",24,"woodch01","DET",0.022,1,"500",11,FALSE
"565",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",9,"Trae Young",21,"youngtr01","ATL",0.02,0,"500",10,FALSE
"566",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",10,"Fred VanVleet",25,"vanvlfr01","TOR",0.012,1,"500",6,FALSE
"567",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",11,"Davis Bertans",27,"bertada01","WAS",0.006,0,"500",3,FALSE
"568",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",11,"Jaylen Brown",23,"brownja02","BOS",0.006,0,"500",3,FALSE
"569",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",13,"Markelle Fultz",21,"fultzma01","ORL",0.004,0,"500",2,FALSE
"570",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",14,"Spencer Dinwiddie",26,"dinwisp01","BRK",0.002,0,"500",1,FALSE
"571",2020,"2019-20","https://www.basketball-reference.com/awards/awards_2020.html",14,"Duncan Robinson",25,"robindu01","MIA",0.002,0,"500",1,FALSE
"572",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",1,"Julius Randle",26,"randlju01","NYK",0.986,98,"500",493,TRUE
"573",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",2,"Jerami Grant",26,"grantje01","DET",0.28,2,"500",140,FALSE
"574",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",3,"Michael Porter Jr.",22,"portemi01","DEN",0.276,0,"500",138,FALSE
"575",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",4,"Christian Wood",25,"woodch01","HOU",0.088,0,"500",44,FALSE
"576",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",5,"Zach LaVine",25,"lavinza01","CHI",0.04,0,"500",20,FALSE
"577",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",6,"Chris Boucher",28,"bouchch01","TOR",0.02,0,"500",10,FALSE
"578",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",6,"Jaylen Brown",24,"brownja02","BOS",0.02,0,"500",10,FALSE
"579",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",8,"Mikal Bridges",24,"bridgmi01","PHO",0.016,0,"500",8,FALSE
"580",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",9,"Zion Williamson",20,"willizi01","NOP",0.012,0,"500",6,FALSE
"581",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",10,"Clint Capela",26,"capelca01","ATL",0.006,0,"500",3,FALSE
"582",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",10,"Jordan Clarkson",28,"clarkjo01","UTA",0.006,0,"500",3,FALSE
"583",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",10,"Luguentz Dort",21,"dortlu01","OKC",0.006,0,"500",3,FALSE
"584",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",10,"Darius Garland",21,"garlada01","CLE",0.006,0,"500",3,FALSE
"585",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",10,"Jordan Poole",21,"poolejo01","GSW",0.006,0,"500",3,FALSE
"586",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",10,"Nikola Vucevic",30,"vucevni01","TOT",0.006,0,"500",3,FALSE
"587",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",16,"Kyle Anderson",27,"anderky01","MEM",0.004,0,"500",2,FALSE
"588",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",16,"RJ Barrett",20,"barrerj01","NYK",0.004,0,"500",2,FALSE
"589",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",16,"Miles Bridges",22,"bridgmi02","CHO",0.004,0,"500",2,FALSE
"590",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",19,"Lonzo Ball",23,"balllo01","NOP",0.002,0,"500",1,FALSE
"591",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",19,"Bojan Bogdanovic",31,"bogdabo02","UTA",0.002,0,"500",1,FALSE
"592",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",19,"Shai Gilgeous-Alexander",22,"gilgesh01","OKC",0.002,0,"500",1,FALSE
"593",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",19,"Richaun Holmes",27,"holmeri01","SAC",0.002,0,"500",1,FALSE
"594",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",19,"T.J. McConnell",28,"mccontj01","IND",0.002,0,"500",1,FALSE
"595",2021,"2020-21","https://www.basketball-reference.com/awards/awards_2021.html",19,"Terry Rozier",26,"roziete01","CHO",0.002,0,"500",1,FALSE
